Validation_Type,Repeat,Fold,Outer_ID,Original_Index,Role,Composition_ID,Group_Overlap
Fixed_Rowwise,4,2,R04_F02,13,Validation,COMP-27021c945dc6ef2d,
Fixed_Rowwise,4,2,R04_F02,14,Validation,COMP-609dfbaf681359b8,
Fixed_Rowwise,4,2,R04_F02,36,Validation,COMP-87a7ec252c82f56c,
Fixed_Rowwise,4,2,R04_F02,37,Validation,COMP-f6d84b53636ddfbe,
Fixed_Rowwise,4,2,R04_F02,45,Validation,COMP-59ce4655e65cf94a,
Fixed_Rowwise,4,2,R04_F02,47,Validation,COMP-e295ac85ac1ada41,
Fixed_Rowwise,4,2,R04_F02,53,Validation,COMP-06f5d2a767a65349,
Fixed_Rowwise,4,2,R04_F02,60,Validation,COMP-3f22c6642a7a1344,
Fixed_Rowwise,4,2,R04_F02,64,Validation,COMP-3157f0dc71f862ff,
Fixed_Rowwise,4,2,R04_F02,83,Validation,COMP-e913f917a7e36868,
Fixed_Rowwise,4,2,R04_F02,84,Validation,COMP-a14831ff30c0b14d,
Fixed_Rowwise,4,2,R04_F02,98,Validation,COMP-e913f917a7e36868,
Fixed_Rowwise,4,2,R04_F02,104,Validation,COMP-435a8f4ba56d8b5d,
Fixed_Rowwise,4,2,R04_F02,110,Validation,COMP-c1d72bb5d7d164b0,
Fixed_Rowwise,4,2,R04_F02,118,Validation,COMP-8bbe9ce01fb6a2d3,
Fixed_Rowwise,4,2,R04_F02,122,Validation,COMP-b2e9edd7bc55d085,
Fixed_Rowwise,4,2,R04_F02,152,Validation,COMP-055230aabe7d502c,
Fixed_Rowwise,4,2,R04_F02,156,Validation,COMP-941f92def7f50542,
Fixed_Rowwise,4,2,R04_F02,161,Validation,COMP-eacd4f126ab29a30,
Fixed_Rowwise,4,2,R04_F02,162,Validation,COMP-ddfcf6030a718a0c,
Fixed_Rowwise,4,2,R04_F02,163,Validation,COMP-b2e9edd7bc55d085,
Fixed_Rowwise,4,2,R04_F02,167,Validation,COMP-eacd4f126ab29a30,
Fixed_Rowwise,4,2,R04_F02,169,Validation,COMP-92ed17371ff559b6,
Fixed_Rowwise,4,2,R04_F02,177,Validation,COMP-5479c448b954c055,
Fixed_Rowwise,4,2,R04_F02,187,Validation,COMP-a7670bf71188b1d6,
Fixed_Rowwise,4,2,R04_F02,199,Validation,COMP-6525c735bb50fb1c,
Fixed_Rowwise,4,2,R04_F02,219,Validation,COMP-eae7689b221fd7f8,
Fixed_Rowwise,4,2,R04_F02,224,Validation,COMP-93900d7c81c38cdd,
Fixed_Rowwise,4,2,R04_F02,241,Validation,COMP-631a18a4a6b20c0c,
Fixed_Rowwise,4,2,R04_F02,242,Validation,COMP-631a18a4a6b20c0c,
Fixed_Rowwise,4,2,R04_F02,243,Validation,COMP-b0cc51380afea02b,
Fixed_Rowwise,4,2,R04_F02,255,Validation,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,2,R04_F02,259,Validation,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,2,R04_F02,271,Validation,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,2,R04_F02,309,Validation,COMP-478c9f483894c42c,
Fixed_Rowwise,4,2,R04_F02,310,Validation,COMP-478c9f483894c42c,
Fixed_Rowwise,4,2,R04_F02,311,Validation,COMP-478c9f483894c42c,
Fixed_Rowwise,4,2,R04_F02,315,Validation,COMP-478c9f483894c42c,
Fixed_Rowwise,4,2,R04_F02,321,Validation,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,2,R04_F02,326,Validation,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,2,R04_F02,327,Validation,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,2,R04_F02,331,Validation,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,2,R04_F02,333,Validation,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,2,R04_F02,341,Validation,COMP-221944a235b3f36b,
Fixed_Rowwise,4,2,R04_F02,360,Validation,COMP-0765adc8c505dd3b,
Fixed_Rowwise,4,2,R04_F02,376,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,2,R04_F02,404,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,2,R04_F02,408,Validation,COMP-7fb1fecc93ced403,
Fixed_Rowwise,4,2,R04_F02,422,Validation,COMP-edeedccfd8f07e13,
Fixed_Rowwise,4,2,R04_F02,425,Validation,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,2,R04_F02,427,Validation,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,2,R04_F02,438,Validation,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,1,Training,COMP-27021c945dc6ef2d,
Fixed_Rowwise,4,3,R04_F03,3,Training,COMP-725d39a40881dc4b,
Fixed_Rowwise,4,3,R04_F03,4,Training,COMP-862c9c676a6f1012,
Fixed_Rowwise,4,3,R04_F03,6,Training,COMP-27021c945dc6ef2d,
Fixed_Rowwise,4,3,R04_F03,8,Training,COMP-725d39a40881dc4b,
Fixed_Rowwise,4,3,R04_F03,10,Training,COMP-725d39a40881dc4b,
Fixed_Rowwise,4,3,R04_F03,12,Training,COMP-725d39a40881dc4b,
Fixed_Rowwise,4,3,R04_F03,13,Training,COMP-27021c945dc6ef2d,
Fixed_Rowwise,4,3,R04_F03,14,Training,COMP-609dfbaf681359b8,
Fixed_Rowwise,4,3,R04_F03,17,Training,COMP-773f99d6dc417f9e,
Fixed_Rowwise,4,3,R04_F03,20,Training,COMP-0b765af90e5ebd4c,
Fixed_Rowwise,4,3,R04_F03,21,Training,COMP-0b765af90e5ebd4c,
Fixed_Rowwise,4,3,R04_F03,23,Training,COMP-81f8a3600f73b006,
Fixed_Rowwise,4,3,R04_F03,24,Training,COMP-0b765af90e5ebd4c,
Fixed_Rowwise,4,3,R04_F03,26,Training,COMP-7decbe1f0284bd78,
Fixed_Rowwise,4,3,R04_F03,27,Training,COMP-73d52e7a36d559a9,
Fixed_Rowwise,4,3,R04_F03,32,Training,COMP-81f8a3600f73b006,
Fixed_Rowwise,4,3,R04_F03,35,Training,COMP-a87a2533a652007c,
Fixed_Rowwise,4,3,R04_F03,36,Training,COMP-87a7ec252c82f56c,
Fixed_Rowwise,4,3,R04_F03,37,Training,COMP-f6d84b53636ddfbe,
Fixed_Rowwise,4,3,R04_F03,40,Training,COMP-1af7d3f3b3b924e5,
Fixed_Rowwise,4,3,R04_F03,41,Training,COMP-1af7d3f3b3b924e5,
Fixed_Rowwise,4,3,R04_F03,43,Training,COMP-9b0e3106e10f71db,
Fixed_Rowwise,4,3,R04_F03,44,Training,COMP-0d7ce00a50a6a24f,
Fixed_Rowwise,4,3,R04_F03,45,Training,COMP-59ce4655e65cf94a,
Fixed_Rowwise,4,3,R04_F03,47,Training,COMP-e295ac85ac1ada41,
Fixed_Rowwise,4,3,R04_F03,49,Training,COMP-92ece298f11712f0,
Fixed_Rowwise,4,3,R04_F03,52,Training,COMP-06f5d2a767a65349,
Fixed_Rowwise,4,3,R04_F03,53,Training,COMP-06f5d2a767a65349,
Fixed_Rowwise,4,3,R04_F03,54,Training,COMP-ea1f0dc96a173899,
Fixed_Rowwise,4,3,R04_F03,60,Training,COMP-3f22c6642a7a1344,
Fixed_Rowwise,4,3,R04_F03,61,Training,COMP-3f22c6642a7a1344,
Fixed_Rowwise,4,3,R04_F03,62,Training,COMP-21d126c9d34df073,
Fixed_Rowwise,4,3,R04_F03,64,Training,COMP-3157f0dc71f862ff,
Fixed_Rowwise,4,3,R04_F03,65,Training,COMP-7c0b488137fafb3b,
Fixed_Rowwise,4,3,R04_F03,66,Training,COMP-b8df58296dba2095,
Fixed_Rowwise,4,3,R04_F03,67,Training,COMP-49d8e1edbf1c2fbd,
Fixed_Rowwise,4,3,R04_F03,68,Training,COMP-21d126c9d34df073,
Fixed_Rowwise,4,3,R04_F03,69,Training,COMP-8cee7ef8867afd2d,
Fixed_Rowwise,4,3,R04_F03,74,Training,COMP-f9a00d6d8411a0d1,
Fixed_Rowwise,4,3,R04_F03,80,Training,COMP-a14831ff30c0b14d,
Fixed_Rowwise,4,3,R04_F03,83,Training,COMP-e913f917a7e36868,
Fixed_Rowwise,4,3,R04_F03,84,Training,COMP-a14831ff30c0b14d,
Fixed_Rowwise,4,3,R04_F03,85,Training,COMP-e913f917a7e36868,
Fixed_Rowwise,4,3,R04_F03,86,Training,COMP-ea2a626c3522e4a5,
Fixed_Rowwise,4,3,R04_F03,87,Training,COMP-a14831ff30c0b14d,
Fixed_Rowwise,4,3,R04_F03,88,Training,COMP-ea2a626c3522e4a5,
Fixed_Rowwise,4,3,R04_F03,94,Training,COMP-ea2a626c3522e4a5,
Fixed_Rowwise,4,3,R04_F03,95,Training,COMP-ea2a626c3522e4a5,
Fixed_Rowwise,4,3,R04_F03,96,Training,COMP-ea2a626c3522e4a5,
Fixed_Rowwise,4,3,R04_F03,98,Training,COMP-e913f917a7e36868,
Fixed_Rowwise,4,3,R04_F03,99,Training,COMP-ea2a626c3522e4a5,
Fixed_Rowwise,4,3,R04_F03,102,Training,COMP-435a8f4ba56d8b5d,
Fixed_Rowwise,4,3,R04_F03,104,Training,COMP-435a8f4ba56d8b5d,
Fixed_Rowwise,4,3,R04_F03,106,Training,COMP-435a8f4ba56d8b5d,
Fixed_Rowwise,4,3,R04_F03,107,Training,COMP-384273ac244080b1,
Fixed_Rowwise,4,3,R04_F03,110,Training,COMP-c1d72bb5d7d164b0,
Fixed_Rowwise,4,3,R04_F03,111,Training,COMP-c1d72bb5d7d164b0,
Fixed_Rowwise,4,3,R04_F03,112,Training,COMP-c1d72bb5d7d164b0,
Fixed_Rowwise,4,3,R04_F03,114,Training,COMP-6360354242bed7fe,
Fixed_Rowwise,4,3,R04_F03,115,Training,COMP-15c7378d46cadefa,
Fixed_Rowwise,4,3,R04_F03,118,Training,COMP-8bbe9ce01fb6a2d3,
Fixed_Rowwise,4,3,R04_F03,121,Training,COMP-b2e9edd7bc55d085,
Fixed_Rowwise,4,3,R04_F03,122,Training,COMP-b2e9edd7bc55d085,
Fixed_Rowwise,4,3,R04_F03,123,Training,COMP-0ee2ef468faff8db,
Fixed_Rowwise,4,3,R04_F03,126,Training,COMP-5502f8bc72167a0b,
Fixed_Rowwise,4,3,R04_F03,127,Training,COMP-5502f8bc72167a0b,
Fixed_Rowwise,4,3,R04_F03,130,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,133,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,135,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,138,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,139,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,141,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,142,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,143,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,144,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,145,Training,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,146,Training,COMP-266a388f7afdbe91,
Fixed_Rowwise,4,3,R04_F03,147,Training,COMP-055230aabe7d502c,
Fixed_Rowwise,4,3,R04_F03,148,Training,COMP-150ce51691dfb5f9,
Fixed_Rowwise,4,3,R04_F03,149,Training,COMP-266a388f7afdbe91,
Fixed_Rowwise,4,3,R04_F03,152,Training,COMP-055230aabe7d502c,
Fixed_Rowwise,4,3,R04_F03,154,Training,COMP-150ce51691dfb5f9,
Fixed_Rowwise,4,3,R04_F03,156,Training,COMP-941f92def7f50542,
Fixed_Rowwise,4,3,R04_F03,157,Training,COMP-ddfcf6030a718a0c,
Fixed_Rowwise,4,3,R04_F03,159,Training,COMP-0346738121cb655e,
Fixed_Rowwise,4,3,R04_F03,160,Training,COMP-0346738121cb655e,
Fixed_Rowwise,4,3,R04_F03,161,Training,COMP-eacd4f126ab29a30,
Fixed_Rowwise,4,3,R04_F03,162,Training,COMP-ddfcf6030a718a0c,
Fixed_Rowwise,4,3,R04_F03,163,Training,COMP-b2e9edd7bc55d085,
Fixed_Rowwise,4,3,R04_F03,164,Training,COMP-941f92def7f50542,
Fixed_Rowwise,4,3,R04_F03,167,Training,COMP-eacd4f126ab29a30,
Fixed_Rowwise,4,3,R04_F03,168,Training,COMP-92ed17371ff559b6,
Fixed_Rowwise,4,3,R04_F03,169,Training,COMP-92ed17371ff559b6,
Fixed_Rowwise,4,3,R04_F03,172,Training,COMP-92ed17371ff559b6,
Fixed_Rowwise,4,3,R04_F03,174,Training,COMP-a35a20d65351aafe,
Fixed_Rowwise,4,3,R04_F03,175,Training,COMP-b72f6533b137a4f6,
Fixed_Rowwise,4,3,R04_F03,176,Training,COMP-5479c448b954c055,
Fixed_Rowwise,4,3,R04_F03,177,Training,COMP-5479c448b954c055,
Fixed_Rowwise,4,3,R04_F03,178,Training,COMP-b9abc443805301b1,
Fixed_Rowwise,4,3,R04_F03,182,Training,COMP-630f3050f45faf36,
Fixed_Rowwise,4,3,R04_F03,183,Training,COMP-630f3050f45faf36,
Fixed_Rowwise,4,3,R04_F03,184,Training,COMP-0966c0019ec07f39,
Fixed_Rowwise,4,3,R04_F03,186,Training,COMP-0966c0019ec07f39,
Fixed_Rowwise,4,3,R04_F03,187,Training,COMP-a7670bf71188b1d6,
Fixed_Rowwise,4,3,R04_F03,188,Training,COMP-a7670bf71188b1d6,
Fixed_Rowwise,4,3,R04_F03,193,Training,COMP-889d7d6c6dbf5b76,
Fixed_Rowwise,4,3,R04_F03,194,Training,COMP-445f55453794f59c,
Fixed_Rowwise,4,3,R04_F03,197,Training,COMP-880bd22028629a8e,
Fixed_Rowwise,4,3,R04_F03,199,Training,COMP-6525c735bb50fb1c,
Fixed_Rowwise,4,3,R04_F03,200,Training,COMP-b878df279a448475,
Fixed_Rowwise,4,3,R04_F03,201,Training,COMP-05480af3b167ab05,
Fixed_Rowwise,4,3,R04_F03,207,Training,COMP-948abb1ebd270642,
Fixed_Rowwise,4,3,R04_F03,214,Training,COMP-35e38ea13dc05b9e,
Fixed_Rowwise,4,3,R04_F03,216,Training,COMP-4a76c05754ee1efa,
Fixed_Rowwise,4,3,R04_F03,219,Training,COMP-eae7689b221fd7f8,
Fixed_Rowwise,4,3,R04_F03,221,Training,COMP-20d1e620c817cb5a,
Fixed_Rowwise,4,3,R04_F03,224,Training,COMP-93900d7c81c38cdd,
Fixed_Rowwise,4,3,R04_F03,225,Training,COMP-289a02a6b94655b9,
Fixed_Rowwise,4,3,R04_F03,226,Training,COMP-93900d7c81c38cdd,
Fixed_Rowwise,4,3,R04_F03,229,Training,COMP-2753cd2e053c8c98,
Fixed_Rowwise,4,3,R04_F03,230,Training,COMP-0107563adaed8d01,
Fixed_Rowwise,4,3,R04_F03,231,Training,COMP-0e256dc7494452a7,
Fixed_Rowwise,4,3,R04_F03,233,Training,COMP-e60cc4ecffe6b7df,
Fixed_Rowwise,4,3,R04_F03,236,Training,COMP-44fea4804e888e0a,
Fixed_Rowwise,4,3,R04_F03,237,Training,COMP-4ef2bcae5243588c,
Fixed_Rowwise,4,3,R04_F03,239,Training,COMP-0b765af90e5ebd4c,
Fixed_Rowwise,4,3,R04_F03,240,Training,COMP-0b765af90e5ebd4c,
Fixed_Rowwise,4,3,R04_F03,241,Training,COMP-631a18a4a6b20c0c,
Fixed_Rowwise,4,3,R04_F03,242,Training,COMP-631a18a4a6b20c0c,
Fixed_Rowwise,4,3,R04_F03,243,Training,COMP-b0cc51380afea02b,
Fixed_Rowwise,4,3,R04_F03,246,Training,COMP-1fc9679353325516,
Fixed_Rowwise,4,3,R04_F03,247,Training,COMP-e295ac85ac1ada41,
Fixed_Rowwise,4,3,R04_F03,252,Training,COMP-725d39a40881dc4b,
Fixed_Rowwise,4,3,R04_F03,253,Training,COMP-725d39a40881dc4b,
Fixed_Rowwise,4,3,R04_F03,255,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,258,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,259,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,260,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,263,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,266,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,271,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,272,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,282,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,283,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,285,Training,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,286,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,295,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,296,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,300,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,303,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,306,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,307,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,309,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,310,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,311,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,313,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,315,Training,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,320,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,321,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,322,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,323,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,324,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,325,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,326,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,327,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,328,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,331,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,333,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,334,Training,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,337,Training,COMP-06072d2dd3b021af,
Fixed_Rowwise,4,3,R04_F03,339,Training,COMP-06072d2dd3b021af,
Fixed_Rowwise,4,3,R04_F03,341,Training,COMP-221944a235b3f36b,
Fixed_Rowwise,4,3,R04_F03,342,Training,COMP-221944a235b3f36b,
Fixed_Rowwise,4,3,R04_F03,344,Training,COMP-e1e52574fbb04f58,
Fixed_Rowwise,4,3,R04_F03,345,Training,COMP-e1e52574fbb04f58,
Fixed_Rowwise,4,3,R04_F03,347,Training,COMP-e1e52574fbb04f58,
Fixed_Rowwise,4,3,R04_F03,348,Training,COMP-30cef922979fb9fd,
Fixed_Rowwise,4,3,R04_F03,349,Training,COMP-30cef922979fb9fd,
Fixed_Rowwise,4,3,R04_F03,352,Training,COMP-30cef922979fb9fd,
Fixed_Rowwise,4,3,R04_F03,354,Training,COMP-59f47d6774b9fdfb,
Fixed_Rowwise,4,3,R04_F03,356,Training,COMP-59f47d6774b9fdfb,
Fixed_Rowwise,4,3,R04_F03,358,Training,COMP-59f47d6774b9fdfb,
Fixed_Rowwise,4,3,R04_F03,360,Training,COMP-0765adc8c505dd3b,
Fixed_Rowwise,4,3,R04_F03,363,Training,COMP-0765adc8c505dd3b,
Fixed_Rowwise,4,3,R04_F03,365,Training,COMP-e1e52574fbb04f58,
Fixed_Rowwise,4,3,R04_F03,369,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,372,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,375,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,376,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,381,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,382,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,384,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,386,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,387,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,391,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,395,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,404,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,405,Training,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,406,Training,COMP-7fb1fecc93ced403,
Fixed_Rowwise,4,3,R04_F03,408,Training,COMP-7fb1fecc93ced403,
Fixed_Rowwise,4,3,R04_F03,413,Training,COMP-a85acb2f2da0216b,
Fixed_Rowwise,4,3,R04_F03,422,Training,COMP-edeedccfd8f07e13,
Fixed_Rowwise,4,3,R04_F03,424,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,425,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,427,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,429,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,431,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,432,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,434,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,438,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,440,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,444,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,445,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,449,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,451,Training,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,5,Validation,COMP-8e1fe5f59d3c7565,
Fixed_Rowwise,4,3,R04_F03,7,Validation,COMP-725d39a40881dc4b,
Fixed_Rowwise,4,3,R04_F03,28,Validation,COMP-3632fb12e94bc35a,
Fixed_Rowwise,4,3,R04_F03,29,Validation,COMP-773f99d6dc417f9e,
Fixed_Rowwise,4,3,R04_F03,48,Validation,COMP-b611e8d56579c910,
Fixed_Rowwise,4,3,R04_F03,51,Validation,COMP-dbc0864492ec7b98,
Fixed_Rowwise,4,3,R04_F03,63,Validation,COMP-21d126c9d34df073,
Fixed_Rowwise,4,3,R04_F03,92,Validation,COMP-ea2a626c3522e4a5,
Fixed_Rowwise,4,3,R04_F03,97,Validation,COMP-a14831ff30c0b14d,
Fixed_Rowwise,4,3,R04_F03,100,Validation,COMP-ea2a626c3522e4a5,
Fixed_Rowwise,4,3,R04_F03,103,Validation,COMP-435a8f4ba56d8b5d,
Fixed_Rowwise,4,3,R04_F03,105,Validation,COMP-435a8f4ba56d8b5d,
Fixed_Rowwise,4,3,R04_F03,120,Validation,COMP-8bbe9ce01fb6a2d3,
Fixed_Rowwise,4,3,R04_F03,125,Validation,COMP-0ee2ef468faff8db,
Fixed_Rowwise,4,3,R04_F03,134,Validation,COMP-89919c53d3149a2d,
Fixed_Rowwise,4,3,R04_F03,150,Validation,COMP-055230aabe7d502c,
Fixed_Rowwise,4,3,R04_F03,173,Validation,COMP-0d41a2cf75110ad6,
Fixed_Rowwise,4,3,R04_F03,181,Validation,COMP-69c6ecd7284d3b47,
Fixed_Rowwise,4,3,R04_F03,202,Validation,COMP-598bc18a3ba07a9e,
Fixed_Rowwise,4,3,R04_F03,205,Validation,COMP-d8a14990923ce9f7,
Fixed_Rowwise,4,3,R04_F03,210,Validation,COMP-d7494ade7e8dd694,
Fixed_Rowwise,4,3,R04_F03,211,Validation,COMP-b775405901636085,
Fixed_Rowwise,4,3,R04_F03,215,Validation,COMP-6b4f0394292930ba,
Fixed_Rowwise,4,3,R04_F03,228,Validation,COMP-46e30c1bd5e987da,
Fixed_Rowwise,4,3,R04_F03,232,Validation,COMP-0e256dc7494452a7,
Fixed_Rowwise,4,3,R04_F03,235,Validation,COMP-091a20b5a1dfb76f,
Fixed_Rowwise,4,3,R04_F03,238,Validation,COMP-fc5c3e46d2655b62,
Fixed_Rowwise,4,3,R04_F03,249,Validation,COMP-e295ac85ac1ada41,
Fixed_Rowwise,4,3,R04_F03,251,Validation,COMP-dd1e9c4c0f247912,
Fixed_Rowwise,4,3,R04_F03,256,Validation,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,257,Validation,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,268,Validation,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,273,Validation,COMP-95a56990f4bea8a9,
Fixed_Rowwise,4,3,R04_F03,288,Validation,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,292,Validation,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,316,Validation,COMP-478c9f483894c42c,
Fixed_Rowwise,4,3,R04_F03,350,Validation,COMP-30cef922979fb9fd,
Fixed_Rowwise,4,3,R04_F03,351,Validation,COMP-30cef922979fb9fd,
Fixed_Rowwise,4,3,R04_F03,364,Validation,COMP-0765adc8c505dd3b,
Fixed_Rowwise,4,3,R04_F03,371,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,378,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,380,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,388,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,389,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,393,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,399,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,402,Validation,COMP-6f2ca218fbd1923b,
Fixed_Rowwise,4,3,R04_F03,414,Validation,COMP-a85acb2f2da0216b,
Fixed_Rowwise,4,3,R04_F03,415,Validation,COMP-a85acb2f2da0216b,
Fixed_Rowwise,4,3,R04_F03,418,Validation,COMP-a85acb2f2da0216b,
Fixed_Rowwise,4,3,R04_F03,421,Validation,COMP-edeedccfd8f07e13,
Fixed_Rowwise,4,3,R04_F03,441,Validation,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,448,Validation,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,3,R04_F03,450,Validation,COMP-f9d9cbed014e8b80,
Fixed_Rowwise,4,4,R04_F04,1,Training,COMP-27021c945dc6ef2d,
